BHID,FROM,TO,LITHO_DESC,lithoID
2098,40.41,41.69,Intermediate to Ultramafic Volcanics,5
2098,41.69,42.73,Felsic to Intermediate Dykes,3
2098,42.73,45.41,Intermediate to Ultramafic Volcanics,5
2099,0,8.53,Casing,1
2099,8.53,25.14,Intermediate to Ultramafic Volcanics,5
2099,25.14,26.06,Indifferenciated Tuffs,6
2099,26.06,26.82,Intermediate to Ultramafic Volcanics,5
2099,26.82,27.37,Indifferenciated Tuffs,6
2099,27.37,33.22,Intermediate to Ultramafic Volcanics,5
2099,33.22,34.35,Felsic to Intermediate Dykes,3
2099,34.35,36.51,Intermediate to Ultramafic Volcanics,5
2099,36.51,38.46,Felsic to Intermediate Dykes,3
2099,38.46,40.17,Intermediate to Ultramafic Volcanics,5
2099,40.17,43.19,Felsic to Intermediate Dykes,3
2099,43.19,45.72,Intermediate to Ultramafic Volcanics,5
2099,45.72,46.93,Felsic to Intermediate Dykes,3
21,0,3.04,Casing,1
21,3.04,19.69,Intermediate to Ultramafic Volcanics,5
21,19.69,22.09,Felsic to Intermediate Dykes,3
21,22.09,24.78,Intermediate to Ultramafic Volcanics,5
21,24.78,26.21,Felsic to Intermediate Dykes,3
21,26.21,42.36,Intermediate to Ultramafic Volcanics,5
21,42.36,49.98,Diorite,2
21,49.98,59.74,Intermediate to Ultramafic Volcanics,5
21,59.74,64.92,Diorite,2
21,64.92,74.67,Early Diorite,2
21,74.67,97.84,Intermediate to Ultramafic Volcanics,5
21,97.84,101.19,Early Diorite,2
21,101.19,105.46,Felsic to Intermediate Dykes,3
21,105.46,114.6,Intermediate to Ultramafic Volcanics,5
21,114.6,116.43,Felsic to Intermediate Dykes,3
21,116.43,127.25,Shear Zone,4
21,127.25,133.65,Early Diorite,2
2100,0,8.22,Casing,1
2100,8.22,14.17,Intermediate to Ultramafic Volcanics,5
2100,14.17,15.84,Felsic to Intermediate Dykes,3
2100,15.84,37.49,Intermediate to Ultramafic Volcanics,5
2100,37.49,43.58,Diorite,2
2100,43.58,60.44,Early Diorite,2
2101,0,11.88,Casing,1
2101,11.88,23.31,Intermediate to Ultramafic Volcanics,5
2101,23.31,25.9,Early Diorite,2
2101,25.9,30.54,Intermediate to Ultramafic Volcanics,5
2101,30.54,45.87,Early Diorite,2
2101,45.87,51.81,Indifferenciated Tuffs,6
2101,51.81,55.93,Intermediate to Ultramafic Volcanics,5
2101,55.93,62.02,Diorite,2
2101,62.02,71.17,Intermediate to Ultramafic Volcanics,5
2102,0,11.88,Casing,1
2102,11.88,14.47,Felsic to Intermediate Dykes,3
2102,14.47,16.88,Early Diorite,2
2102,16.88,21.57,Felsic to Intermediate Dykes,3
2102,21.57,31.63,Early Diorite,2
2102,31.63,55.77,Intermediate to Ultramafic Volcanics,5
2102,55.77,57.6,Diabase,9
2102,57.6,60.65,Felsic to Intermediate Dykes,3
2102,60.65,60.96,Intermediate to Ultramafic Volcanics,5
2102,60.96,61.53,Felsic to Intermediate Dykes,3
2102,61.53,61.78,Intermediate to Ultramafic Volcanics,5
2102,61.78,63,Felsic to Intermediate Dykes,3
2102,63,63.91,Indifferenciated Tuffs,6
2102,63.91,67.97,Intermediate to Ultramafic Volcanics,5
2103,0,14.93,Casing,1
2103,14.93,24.41,Felsic to Intermediate Dykes,3
2103,24.41,27.12,Intermediate to Ultramafic Volcanics,5
2103,27.12,28.49,Early Diorite,2
2103,28.49,29.96,Intermediate to Ultramafic Volcanics,5
2103,29.96,31.69,Felsic to Intermediate Dykes,3
2103,31.69,32.3,Intermediate to Ultramafic Volcanics,5
2103,32.3,35.53,Early Diorite,2
2103,35.53,50.9,Intermediate to Ultramafic Volcanics,5
2103,50.9,52.42,Felsic to Intermediate Dykes,3
2103,52.42,74.91,Intermediate to Ultramafic Volcanics,5
2103,74.91,75.37,Diorite,2
2103,75.37,99.06,Intermediate to Ultramafic Volcanics,5
2103,99.06,103.51,Early Diorite,2
2103,103.51,106.07,Indifferenciated Tuffs,6
2103,106.07,112.68,Intermediate to Ultramafic Volcanics,5
2103,112.68,113.08,Early Diorite,2
2106,0,10.66,Casing,1
2106,10.66,14.53,Intermediate to Ultramafic Volcanics,5
2106,14.53,16.45,Felsic to Intermediate Dykes,3
2106,16.45,17.8,Intermediate to Ultramafic Volcanics,5
2106,17.8,21.79,Felsic to Intermediate Dykes,3
2106,21.79,24.23,Intermediate to Ultramafic Volcanics,5
2106,24.23,24.41,Felsic to Intermediate Dykes,3
2106,24.41,37.21,Intermediate to Ultramafic Volcanics,5
2106,37.21,38.61,Felsic to Intermediate Dykes,3
2106,38.61,39.86,Intermediate to Ultramafic Volcanics,5
2106,39.86,40.99,Diorite,2
2106,40.99,42.55,Intermediate to Ultramafic Volcanics,5
2106,42.55,53.64,Felsic to Intermediate Dykes,3
2106,53.64,59.49,Intermediate to Ultramafic Volcanics,5
2106,59.49,60.8,Felsic to Intermediate Dykes,3
2107,0,10.05,Casing,1
2107,10.05,14.17,Intermediate to Ultramafic Volcanics,5
2107,14.17,15.36,Diorite,2
2107,15.36,31.08,Intermediate to Ultramafic Volcanics,5
2107,31.08,34.89,Early Diorite,2
2107,34.89,35.66,Intermediate to Ultramafic Volcanics,5
2107,35.66,36.57,Felsic to Intermediate Dykes,3
2107,36.57,37.33,Intermediate to Ultramafic Volcanics,5
2107,37.33,38.1,Felsic to Intermediate Dykes,3
2107,38.1,40.72,Intermediate to Ultramafic Volcanics,5
2107,40.72,41.91,Felsic to Intermediate Dykes,3
2107,41.91,43.49,Intermediate to Ultramafic Volcanics,5
2107,43.49,44.74,Felsic to Intermediate Dykes,3
2107,44.74,45.26,Intermediate to Ultramafic Volcanics,5
2107,45.26,45.72,Shear Zone,4
2107,45.72,51.2,Intermediate to Ultramafic Volcanics,5
2107,51.2,54.71,Felsic to Intermediate Dykes,3
2107,54.71,58.39,Intermediate to Ultramafic Volcanics,5
2107,58.39,65.47,Felsic to Intermediate Dykes,3
2107,65.47,67.05,Indifferenciated Tuffs,6
2107,67.05,69.49,Intermediate to Ultramafic Volcanics,5
2107,69.49,70.46,Felsic to Intermediate Dykes,3
2107,70.46,76.04,Intermediate to Ultramafic Volcanics,5
2113,0,10.66,Casing,1
2113,10.66,11.79,Intermediate to Ultramafic Volcanics,5
2113,11.79,14.17,Felsic to Intermediate Dykes,3
2113,14.17,14.63,Intermediate to Ultramafic Volcanics,5
2113,14.63,15.08,Felsic to Intermediate Dykes,3
2113,15.08,36.57,Intermediate to Ultramafic Volcanics,5
2113,36.57,37.27,Indifferenciated Tuffs,6
2113,37.27,42.06,Felsic to Intermediate Dykes,3
2113,42.06,42.45,Intermediate to Ultramafic Volcanics,5
2113,42.45,45.59,Felsic to Intermediate Dykes,3
2113,45.59,48.15,Indifferenciated Tuffs,6
2113,48.15,48.46,Felsic to Intermediate Dykes,3
2113,48.46,49.83,Indifferenciated Tuffs,6
2113,49.83,53.94,Felsic to Intermediate Dykes,3
2113,53.94,55.71,Intermediate to Ultramafic Volcanics,5
2113,55.71,57.05,Felsic to Intermediate Dykes,3
2113,57.05,58.15,Intermediate to Ultramafic Volcanics,5
2113,58.15,59.37,Felsic to Intermediate Dykes,3
2113,59.37,60.65,Intermediate to Ultramafic Volcanics,5
2113,60.65,61.26,Felsic to Intermediate Dykes,3
2114,0,11.88,Casing,1
2114,11.88,29.16,Intermediate to Ultramafic Volcanics,5
2114,29.16,41.33,Early Diorite,2
2114,41.33,41.63,Intermediate to Ultramafic Volcanics,5
2114,41.63,43.46,Early Diorite,2
2114,43.46,75.59,Intermediate to Ultramafic Volcanics,5
2120,0,15.54,Casing,1
2120,15.54,18.22,Intermediate to Ultramafic Volcanics,5
2120,18.22,20.42,Felsic to Intermediate Dykes,3
2120,20.42,21.09,Intermediate to Ultramafic Volcanics,5
2120,21.09,23.77,Felsic to Intermediate Dykes,3
2120,23.77,25.45,Intermediate to Ultramafic Volcanics,5
2120,25.45,29.8,Felsic to Intermediate Dykes,3
2120,29.8,39.41,Intermediate to Ultramafic Volcanics,5
2120,39.41,40.84,Felsic to Intermediate Dykes,3
2120,40.84,43.37,Intermediate to Ultramafic Volcanics,5
2120,43.37,45.65,Diorite,2
2120,45.65,51.81,Felsic to Intermediate Dykes,3
2120,51.81,54.77,Intermediate to Ultramafic Volcanics,5
2120,54.77,63.09,Felsic to Intermediate Dykes,3
2120,63.09,69.49,Intermediate to Ultramafic Volcanics,5
2120,69.49,70.86,Indifferenciated Tuffs,6
2120,70.86,79.15,Felsic to Intermediate Dykes,3
2120,79.15,80.25,Intermediate to Ultramafic Volcanics,5
2120,80.25,83.82,Felsic to Intermediate Dykes,3
2121,0,12.49,Casing,1
2121,12.49,13.56,Felsic to Intermediate Dykes,3
2121,13.56,21.94,Intermediate to Ultramafic Volcanics,5
2121,21.94,29.32,Felsic to Intermediate Dykes,3
2121,29.32,40.14,Intermediate to Ultramafic Volcanics,5
2121,40.14,46.57,Felsic to Intermediate Dykes,3
2121,46.57,64.7,Intermediate to Ultramafic Volcanics,5
2121,64.7,65.07,Indifferenciated Tuffs,6
2121,65.07,74.76,Intermediate to Ultramafic Volcanics,5
2121,74.76,80.16,Felsic to Intermediate Dykes,3
2121,80.16,85.03,Intermediate to Ultramafic Volcanics,5
2131,0,12.49,Casing,1
2131,12.49,29.35,Intermediate to Ultramafic Volcanics,5
2131,29.35,38.34,Felsic to Intermediate Dykes,3
2131,38.34,71.96,Intermediate to Ultramafic Volcanics,5
2131,71.96,73.3,Diorite,2
2131,73.3,91.37,Intermediate to Ultramafic Volcanics,5
2132,0,19.2,Casing,1
2132,19.2,29.56,Felsic to Intermediate Dykes,3
2132,29.56,33.61,Intermediate to Ultramafic Volcanics,5
2132,33.61,33.86,Indifferenciated Tuffs,6
2132,33.86,40.72,Intermediate to Ultramafic Volcanics,5
2132,40.72,50.84,Felsic to Intermediate Dykes,3
2132,50.84,57.3,Early Diorite,2
2132,57.3,57.54,Intermediate to Ultramafic Volcanics,5
2132,57.54,61.56,Early Diorite,2
2132,61.56,62.17,Intermediate to Ultramafic Volcanics,5
2132,62.17,64.61,Early Diorite,2
2132,64.61,65.37,Intermediate to Ultramafic Volcanics,5
2132,65.37,73.76,Early Diorite,2
2132,73.76,75.74,Intermediate to Ultramafic Volcanics,5
2132,75.74,78.33,Early Diorite,2
2132,78.33,91.28,Felsic to Intermediate Dykes,3
2133,0,19.2,Casing,1
2133,19.2,22.25,Intermediate to Ultramafic Volcanics,5
2133,22.25,23.77,Diorite,2
2133,23.77,28.95,Intermediate to Ultramafic Volcanics,5
2133,28.95,34.29,Felsic to Intermediate Dykes,3
2133,34.29,37.09,Intermediate to Ultramafic Volcanics,5
2133,37.09,37.94,Felsic to Intermediate Dykes,3
2133,37.94,44.07,Intermediate to Ultramafic Volcanics,5
2133,44.07,44.8,Indifferenciated Tuffs,6
2133,44.8,53.18,Intermediate to Ultramafic Volcanics,5
2133,53.18,60.35,Felsic to Intermediate Dykes,3
2133,60.35,64.67,Intermediate to Ultramafic Volcanics,5
2133,64.67,65.53,Felsic to Intermediate Dykes,3
2192,0,12.49,Casing,1
2192,12.49,12.64,Intermediate to Ultramafic Volcanics,5
2192,12.64,16.91,Felsic to Intermediate Dykes,3
2192,16.91,18.89,Intermediate to Ultramafic Volcanics,5
2192,18.89,20.42,Shear Zone,4
2192,20.42,21.12,Intermediate to Ultramafic Volcanics,5
2192,21.12,24.99,Early Diorite,2
2193,0,8.53,Casing,1
2193,8.53,23.62,Intermediate to Ultramafic Volcanics,5
2193,23.62,24.07,No Litho,0
2193,24.07,30.48,Intermediate to Ultramafic Volcanics,5
2194,0,9.44,Casing,1
2194,9.44,13.47,Intermediate to Ultramafic Volcanics,5
2194,13.47,21.64,Early Diorite,2
2194,21.64,22.25,Intermediate to Ultramafic Volcanics,5
2194,22.25,22.55,Fault,4
2194,22.55,29.8,Intermediate to Ultramafic Volcanics,5
2195,0,9.44,Casing,1
2195,9.44,49.16,Intermediate to Ultramafic Volcanics,5
2195,49.16,51.29,Felsic to Intermediate Dykes,3
2195,51.29,53.12,Intermediate to Ultramafic Volcanics,5
2195,53.12,55.26,Felsic to Intermediate Dykes,3
2195,55.26,60.1,Intermediate to Ultramafic Volcanics,5
2196,0,8.22,Casing,1
2196,8.22,29.87,Intermediate to Ultramafic Volcanics,5
2196,29.87,34.13,Felsic to Intermediate Dykes,3
2196,34.13,35.2,Shear Zone,4
2196,35.2,35.57,Felsic to Intermediate Dykes,3
2196,35.57,40.96,Intermediate to Ultramafic Volcanics,5
2196,40.96,43.28,Felsic to Intermediate Dykes,3
22,0,7.01,Casing,1
22,7.01,22.95,Intermediate to Ultramafic Volcanics,5
22,22.95,26.85,Early Diorite,2
22,26.85,30.72,Felsic to Intermediate Dykes,3
22,30.72,41.3,Early Diorite,2
22,41.3,47.09,Felsic to Intermediate Dykes,3
22,47.09,69.64,Early Diorite,2
22,69.64,70.86,Intermediate to Ultramafic Volcanics,5
22,70.86,119.78,Early Diorite,2
22,119.78,122.83,Intermediate to Ultramafic Volcanics,5
2210,0,6.7,Casing,1
2210,6.7,19.65,Early Diorite,2
2210,19.65,22.4,Felsic to Intermediate Dykes,3
2210,22.4,28.86,Early Diorite,2
2210,28.86,34.74,Intermediate to Ultramafic Volcanics,5
2210,34.74,38.1,Intermediate to Ultramafic Volcanics,5
2210,38.1,48.31,Intermediate to Ultramafic Volcanics,5
2210,48.31,53.64,Early Diorite,2
2210,53.64,55.47,Felsic to Intermediate Dykes,3
2210,55.47,57.39,Intermediate to Ultramafic Volcanics,5
2210,57.39,60.04,Felsic to Intermediate Dykes,3
2210,60.04,63.55,Intermediate to Ultramafic Volcanics,5
2210,63.55,66.81,Felsic to Intermediate Dykes,3
2210,66.81,67.81,Intermediate to Ultramafic Volcanics,5
2210,67.81,68.73,Felsic to Intermediate Dykes,3
2210,68.73,68.97,Intermediate to Ultramafic Volcanics,5
2211,0,8.22,Casing,1
2211,8.22,12.19,Intermediate to Ultramafic Volcanics,5
2211,12.19,21.03,Intermediate to Ultramafic Volcanics,5
2211,21.03,25.14,Early Diorite,2
2211,25.14,30.99,Intermediate to Ultramafic Volcanics,5
2211,30.99,33.49,Felsic to Intermediate Dykes,3
2211,33.49,37.79,Intermediate to Ultramafic Volcanics,5
2212,0,7.62,Casing,1
2212,7.62,14.08,Early Diorite,2
2212,14.08,29.71,Intermediate to Ultramafic Volcanics,5
2212,29.71,32.55,Felsic to Intermediate Dykes,3
2212,32.55,45.41,Intermediate to Ultramafic Volcanics,5
2212,45.41,46.23,Felsic to Intermediate Dykes,3
2212,46.23,46.32,Intermediate to Ultramafic Volcanics,5
2213,0,11.58,Casing,1
2213,11.58,22.86,Intermediate to Ultramafic Volcanics,5
2213,22.86,27.34,Felsic to Intermediate Dykes,3
2213,27.34,53.52,Intermediate to Ultramafic Volcanics,5
2213,53.52,56.87,Felsic to Intermediate Dykes,3
2213,56.87,60.56,Intermediate to Ultramafic Volcanics,5
2213,60.56,63.24,Intermediate to Ultramafic Volcanics,5
2214,0,8.83,Casing,1
2214,8.83,24.38,Intermediate to Ultramafic Volcanics,5
2214,24.38,27.21,Felsic to Intermediate Dykes,3
2214,27.21,31.15,Intermediate to Ultramafic Volcanics,5
2214,31.15,32.91,Early Diorite,2
2214,32.91,40.53,Intermediate to Ultramafic Volcanics,5
2215,0,3.65,Casing,1
2215,3.65,48.95,Intermediate to Ultramafic Volcanics,5
2215,48.95,50.2,Early Diorite,2
2215,50.2,61.38,Intermediate to Ultramafic Volcanics,5
2215,61.38,81.47,Diorite,2
2215,81.47,83.51,Early Diorite,2
2216,0,7.62,Casing,1
2216,7.62,14.93,Intermediate to Ultramafic Volcanics,5
2216,14.93,16.12,Felsic to Intermediate Dykes,3
2216,16.12,22.92,Intermediate to Ultramafic Volcanics,5
2216,22.92,53.21,Diorite,2
2216,53.21,57.97,Early Diorite,2
2216,57.97,62.48,Intermediate to Ultramafic Volcanics,5
2216,62.48,69.09,Intermediate to Ultramafic Volcanics,5
2216,69.09,69.49,Felsic to Intermediate Dykes,3
2216,69.49,71.01,Intermediate to Ultramafic Volcanics,5
2216,71.01,72.69,Felsic to Intermediate Dykes,3
2217,0,7.62,Casing,1
2217,7.62,14.14,Intermediate to Ultramafic Volcanics,5
2217,14.14,37.76,Early Diorite,2
2217,37.76,40.23,Intermediate to Ultramafic Volcanics,5
2217,40.23,40.99,Felsic to Intermediate Dykes,3
2217,40.99,51.29,Intermediate to Ultramafic Volcanics,5
2217,51.29,65.83,Diorite,2
2217,65.83,69.73,Intermediate to Ultramafic Volcanics,5
2218,0,9.14,Casing,1
2218,9.14,19.65,Early Diorite,2
2218,19.65,20.11,Intermediate to Ultramafic Volcanics,5
2218,20.11,21.15,Early Diorite,2
2218,21.15,39.38,Intermediate to Ultramafic Volcanics,5
2218,39.38,43.89,Early Diorite,2
2218,43.89,57.15,Early Diorite,2
2218,57.15,60.35,Intermediate to Ultramafic Volcanics,5
2219,0,11.58,Casing,1
2219,11.58,17.86,Intermediate to Ultramafic Volcanics,5
2219,17.86,22.73,Felsic to Intermediate Dykes,3
2219,22.73,37.18,Intermediate to Ultramafic Volcanics,5
2219,37.18,41.54,Early Diorite,2
2219,41.54,53.18,Felsic to Intermediate Dykes,3
2219,53.18,60.35,Intermediate to Ultramafic Volcanics,5
2220,0,12.19,Casing,1
2220,12.19,60.65,Intermediate to Ultramafic Volcanics,5
2220,60.65,63.94,Early Diorite,2
2220,63.94,105.46,Intermediate to Ultramafic Volcanics,5
23,0,3.04,Casing,1
23,3.04,44.86,Intermediate to Ultramafic Volcanics,5
23,44.86,46.08,Early Diorite,2
23,46.08,50.62,Intermediate to Ultramafic Volcanics,5
23,50.62,65.1,Early Diorite,2
23,65.1,70.19,Intermediate to Ultramafic Volcanics,5
23,70.19,71.59,Felsic to Intermediate Dykes,3
23,71.59,73.27,Intermediate to Ultramafic Volcanics,5
23,73.27,74.52,Felsic to Intermediate Dykes,3
23,74.52,77.87,Intermediate to Ultramafic Volcanics,5
23,77.87,80.77,Felsic to Intermediate Dykes,3
23,80.77,86.95,Intermediate to Ultramafic Volcanics,5
23,86.95,96.62,Early Diorite,2
23,96.62,99.91,Shear Zone,4
23,99.91,102.96,Intermediate to Ultramafic Volcanics,5
23,102.96,105.91,Early Diorite,2
23,105.91,107.04,Shear Zone,4
23,107.04,109.05,Felsic to Intermediate Dykes,3
23,109.05,115.33,Shear Zone,4
23,115.33,117.28,Felsic to Intermediate Dykes,3
23,117.28,121.92,Shear Zone,4
23,121.92,130.63,Intermediate to Ultramafic Volcanics,5
23,130.63,131.06,Felsic to Intermediate Dykes,3
23,131.06,133.5,Shear Zone,4
23,133.5,156.05,Intermediate to Ultramafic Volcanics,5
24,0,1.82,Casing,1
24,1.82,17.37,Intermediate to Ultramafic Volcanics,5
24,17.37,19.65,Felsic to Intermediate Dykes,3
24,19.65,24.01,Intermediate to Ultramafic Volcanics,5
24,24.01,25.9,Felsic to Intermediate Dykes,3
24,25.9,50.9,Intermediate to Ultramafic Volcanics,5
24,50.9,53.94,Early Diorite,2
24,53.94,67.66,Intermediate to Ultramafic Volcanics,5
24,67.66,71.32,Early Diorite,2
24,71.32,76.2,Intermediate to Ultramafic Volcanics,5
24,76.2,83.97,Early Diorite,2
24,83.97,90.52,Intermediate to Ultramafic Volcanics,5
24,90.52,101.49,Early Diorite,2
24,101.49,125.42,Early Diorite,2
24,125.42,127.25,Felsic to Intermediate Dykes,3
24,127.25,129.54,Early Diorite,2
24,129.54,137.92,Intermediate to Ultramafic Volcanics,5
24,137.92,141.88,Early Diorite,2
24,141.88,144.78,Intermediate to Ultramafic Volcanics,5
24,144.78,154.22,Early Diorite,2
2401,0,3.04,Casing,1
2401,3.04,3.81,Felsic to Intermediate Dykes,3
2401,3.81,6.24,Quartz-Tourmaline Veins,10
2401,6.24,12.95,Intermediate to Ultramafic Volcanics,5
2401,12.95,21.94,Early Diorite,2
2401,21.94,34.29,Intermediate to Ultramafic Volcanics,5
2401,34.29,35.5,Early Diorite,2
2401,35.5,38.7,Intermediate to Ultramafic Volcanics,5
2402,0,3.04,Casing,1
2402,3.04,16.3,Intermediate to Ultramafic Volcanics,5
2402,16.3,29.87,Indifferenciated Tuffs,6
2403,0,4.26,Casing,1
2403,4.26,8.07,Intermediate to Ultramafic Volcanics,5
2403,8.07,12.03,Felsic to Intermediate Dykes,3
2403,12.03,29.1,Intermediate to Ultramafic Volcanics,5
2403,29.1,36.36,Early Diorite,2
2403,36.36,38.1,Felsic to Intermediate Dykes,3
2404,0,3.04,Casing,1
2404,3.04,10.21,Felsic to Intermediate Dykes,3
2404,10.21,14.32,Intermediate to Ultramafic Volcanics,5
2404,14.32,17.52,Indifferenciated Tuffs,6
2404,17.52,17.98,Intermediate to Ultramafic Volcanics,5
2404,17.98,30.17,Indifferenciated Tuffs,6
2405,0,6.7,Casing,1
2405,6.7,13.25,Intermediate to Ultramafic Volcanics,5
2405,13.25,14.87,Early Diorite,2
2405,14.87,16.45,Intermediate to Ultramafic Volcanics,5
2405,16.45,18.13,Early Diorite,2
2405,18.13,19.05,Intermediate to Ultramafic Volcanics,5
2405,19.05,23.16,Felsic to Intermediate Dykes,3
2405,23.16,33.83,Intermediate to Ultramafic Volcanics,5
2405,33.83,35.35,Felsic to Intermediate Dykes,3
2405,35.35,37.42,Intermediate to Ultramafic Volcanics,5
2405,37.42,38.51,Felsic to Intermediate Dykes,3
2405,38.51,41.81,Intermediate to Ultramafic Volcanics,5
2406,0,4.26,Casing,1
2406,4.26,29.87,Indifferenciated Tuffs,6
2412,0,6.09,Casing,1
2412,6.09,12.8,Indifferenciated Tuffs,6
2412,12.8,17.37,Intermediate to Ultramafic Volcanics,5
2412,17.37,23.46,Felsic to Intermediate Dykes,3
2412,23.46,37.79,Intermediate to Ultramafic Volcanics,5
2413,0,4.26,Casing,1
2413,4.26,9.29,Indifferenciated Tuffs,6
2413,9.29,16.15,Intermediate to Ultramafic Volcanics,5
2413,16.15,21.64,Felsic to Intermediate Dykes,3
2413,21.64,30.48,Intermediate to Ultramafic Volcanics,5
2422,0,6.09,Casing,1
2422,6.09,51.81,Indifferenciated Tuffs,6
2422,51.81,57.91,Intermediate to Ultramafic Volcanics,5
2423,0,3.04,Casing,1
2423,3.04,8.68,Intermediate to Ultramafic Volcanics,5
2423,8.68,15.91,Intermediate to Ultramafic Volcanics,5
2424,0,6.09,Casing,1
2424,6.09,12.34,Intermediate to Ultramafic Volcanics,5
2424,12.34,17.83,Felsic to Intermediate Dykes,3
2424,17.83,21.33,Intermediate to Ultramafic Volcanics,5
2424,21.33,30.48,Indifferenciated Tuffs,6
2425,0,5.48,Casing,1
2425,5.48,9.44,Intermediate to Ultramafic Volcanics,5
2425,9.44,10.63,Early Diorite,2
2425,10.63,17.16,Intermediate to Ultramafic Volcanics,5
2425,17.16,18.59,Early Diorite,2
2425,18.59,25.23,Intermediate to Ultramafic Volcanics,5
2425,25.23,27.09,Felsic to Intermediate Dykes,3
2425,27.09,27.27,Intermediate to Ultramafic Volcanics,5
2425,27.27,29.8,Early Diorite,2
2425,29.8,34.13,Felsic to Intermediate Dykes,3
2425,34.13,38.4,Intermediate to Ultramafic Volcanics,5
2426,0,8.53,Casing,1
2426,8.53,9.69,Intermediate to Ultramafic Volcanics,5
2426,9.69,17.98,Felsic to Intermediate Dykes,3
2426,17.98,29.87,Intermediate to Ultramafic Volcanics,5
2427,0,10.05,Casing,1
2427,10.05,17.37,Early Diorite,2
2427,17.37,23.77,Intermediate to Ultramafic Volcanics,5
2427,23.77,25.6,Felsic to Intermediate Dykes,3
2427,25.6,28.95,Intermediate to Ultramafic Volcanics,5
2427,28.95,30.78,Early Diorite,2
2427,30.78,35.66,Intermediate to Ultramafic Volcanics,5
2427,35.66,37.18,Early Diorite,2
2427,37.18,37.52,Intermediate to Ultramafic Volcanics,5
25,0,10.05,Casing,1
25,10.05,16.76,Early Diorite,2
25,16.76,33.52,Shear Zone,4
25,33.52,41.3,Intermediate to Ultramafic Volcanics,5
25,41.3,47.39,Early Diorite,2
25,47.39,80.77,Intermediate to Ultramafic Volcanics,5
25,80.77,92.14,Early Diorite,2
25,92.14,121.92,Intermediate to Ultramafic Volcanics,5
25,121.92,146.6,Intermediate to Ultramafic Volcanics,5
2586,0,0.91,Casing,1
2586,0.91,20.23,Intermediate to Ultramafic Volcanics,5
2586,20.23,25.29,Early Diorite,2
2586,25.29,27.12,Early Diorite,2
2586,27.12,31.39,Intermediate to Ultramafic Volcanics,5
2587,0,1.52,Casing,1
2587,1.52,7.16,Early Diorite,2
2587,7.16,23.01,Early Diorite,2
2587,23.01,31.08,Early Diorite,2
2588,0,0.6,Casing,1
2588,0.6,10.97,Early Diorite,2
2588,10.97,16.76,Early Diorite,2
2588,16.76,25.45,Early Diorite,2
2588,25.45,26.21,Felsic to Intermediate Dykes,3
2588,26.21,28.04,Early Diorite,2
2588,28.04,37.94,Early Diorite,2
2589,0,3.35,Casing,1
2589,3.35,11.88,Intermediate to Ultramafic Volcanics,5
2589,11.88,31.39,Early Diorite,2
2590,0,0.6,Casing,1
2590,0.6,6.4,Early Diorite,2
2590,6.4,15.24,Early Diorite,2
2590,15.24,20.11,Early Diorite,2
2590,20.11,26.21,Early Diorite,2
26,0,10.66,Casing,1
26,10.66,11.73,Early Diorite,2
26,11.73,28.04,Intermediate to Ultramafic Volcanics,5
26,28.04,28.95,Shear Zone,4
26,28.95,43.28,Early Diorite,2
26,43.28,51.81,Shear Zone,4
26,51.81,57.91,Early Diorite,2
26,57.91,59.43,Shear Zone,4
26,59.43,61.26,Early Diorite,2
26,61.26,62.78,Shear Zone,4
27,0,3.2,Casing,1
27,3.2,3.71,Felsic to Intermediate Dykes,3
27,3.71,5.51,Early Diorite,2
27,5.51,8.83,Shear Zone,4
27,8.83,9.66,Early Diorite,2
27,9.66,12.8,Shear Zone,4
27,12.8,13.8,Early Diorite,2
27,13.8,49.22,Intermediate to Ultramafic Volcanics,5
27,49.22,61.44,Early Diorite,2
27,61.44,65.37,Intermediate to Ultramafic Volcanics,5
27,65.37,68.58,Shear Zone,4
27,68.58,78.63,Early Diorite,2
27,78.63,97.23,Shear Zone,4
3,0,3.04,Casing,1
3,3.04,27.73,Early Diorite,2
3,27.73,42.64,Felsic to Intermediate Dykes,3
3,42.64,43.89,Early Diorite,2
3,43.89,79.24,Felsic to Intermediate Dykes,3
3,79.24,94.18,Intermediate to Ultramafic Volcanics,5
3,94.18,128.93,Early Diorite,2
3,128.93,145.54,Intermediate to Ultramafic Volcanics,5
4,0,9.14,Casing,1
4,9.14,27.64,Early Diorite,2
4,27.64,32.76,Felsic to Intermediate Dykes,3
4,32.76,57.91,Early Diorite,2
4,57.91,74.67,Intermediate to Ultramafic Volcanics,5
4,74.67,79.55,Early Diorite,2
4,79.55,93.87,Intermediate to Ultramafic Volcanics,5
4,93.87,96.8,Diorite,2
4,96.8,103.93,Intermediate to Ultramafic Volcanics,5
4,103.93,121.92,Early Diorite,2
4,121.92,124.35,Intermediate to Ultramafic Volcanics,5
5,0,6.7,Casing,1
5,6.7,7.62,Felsic to Intermediate Dykes,3
5,7.62,24.38,Intermediate to Ultramafic Volcanics,5
5,24.38,30.48,Felsic to Intermediate Dykes,3
5,30.48,51.81,Early Diorite,2
5,51.81,54.86,Felsic to Intermediate Dykes,3
5,54.86,60.96,Early Diorite,2
5,60.96,63.39,Felsic to Intermediate Dykes,3
5,63.39,87.63,Early Diorite,2
5,87.63,97.01,Intermediate to Ultramafic Volcanics,5
5,97.01,103.78,Early Diorite,2
5,103.78,106.68,Intermediate to Ultramafic Volcanics,5
5,106.68,112.68,Early Diorite,2
5,112.68,117.65,Intermediate to Ultramafic Volcanics,5
